GCF_000006645_00001 mioC
GCF_000006645_00957 group_802
GCF_000006645_00958 amaB
GCF_000006645_00959 hxuB
GCF_000006645_00960 group_701
GCF_000006645_00961 group_700
GCF_000006645_00962 group_703
GCF_000006645_00963 group_2168
GCF_000006645_00964 fadE
GCF_000006645_00965 gmhA
GCF_000006645_00966 yafJ
GCF_000006645_00967 group_3248
GCF_000006645_00968 nqrA
GCF_000006645_00969 nqrB
GCF_000006645_00970 nqrC
GCF_000006645_00971 nqrD
GCF_000006645_00972 nqrE_1
GCF_000006645_00973 nqrF
GCF_000006645_00974 apbE
GCF_000006645_00975 group_8051
GCF_000006645_00976 group_9898
GCF_000006645_00977 dinB
GCF_000006645_00978 pepD
GCF_000006645_00979 group_2170
GCF_000006645_00980 gbpA
GCF_000006645_00981 group_3250
GCF_000006645_00982 gpt
GCF_000006645_00983 group_2171
GCF_000006645_00984 crl
GCF_000006645_00985 proB
GCF_000006645_00986 proA
GCF_000006645_00987 ycgR
GCF_000006645_00988 group_8174
GCF_000006645_00989 ycgJ
GCF_000006645_00990 olsG
GCF_000006645_00991 aroL
GCF_000006645_00992 ppnP
GCF_000006645_00993 rdgC
GCF_000006645_00994 mak
GCF_000006645_00995 sbcC
GCF_000006645_00996 sbcD
GCF_000006645_00997 phoB
GCF_000006645_00998 phoR
GCF_000006645_00999 pstS_1
GCF_000006645_01000 brnQ
GCF_000006645_01001 proY_1
GCF_000006645_01002 malZ
GCF_000006645_01003 group_8750
GCF_000006645_01004 ggt
GCF_000006645_01005 ggt_1
GCF_000006645_01006 ahpC
GCF_000006645_01007 acpH
GCF_000006645_01008 queA
GCF_000006645_01009 tgt
GCF_000006645_01010 yajC
GCF_000006645_01011 secD
GCF_000006645_01012 secF
GCF_000006645_01013 group_8997
GCF_000006645_01014 group_1222
GCF_000006645_01015 group_1224
GCF_000006645_01016 nrdR
GCF_000006645_01017 ribD
GCF_000006645_01018 ribE
GCF_000006645_01019 nusB
GCF_000006645_01020 thiL
GCF_000006645_01021 pgpA
GCF_000006645_01025 dxs
GCF_000006645_01026 ispA
GCF_000006645_01027 xseB
GCF_000006645_01028 group_2180
GCF_000006645_01029 yajL_1
GCF_000006645_01030 panE
GCF_000006645_01031 group_3255
GCF_000006645_01032 yajR
GCF_000006645_01033 cyoE
GCF_000006645_01034 cyoD
GCF_000006645_01035 cyoC
GCF_000006645_01036 cyoB
GCF_000006645_01037 cyoA
GCF_000006645_01038 group_1605
GCF_000006645_01039 ampG_1
GCF_000006645_01040 group_8772
GCF_000006645_01041 bolA
GCF_000006645_01042 group_9882
GCF_000006645_01043 tig
GCF_000006645_01044 clpP
GCF_000006645_01045 clpX
GCF_000006645_01046 lon_1
GCF_000006645_01047 hupB
GCF_000006645_01048 ppiD
GCF_000006645_01049 group_4270
GCF_000006645_01050 fadM
GCF_000006645_01051 queC
GCF_000006645_01052 sgrR_1
GCF_000006645_01053 cof
GCF_000006645_01054 sbnA
GCF_000006645_01055 decR
GCF_000006645_01056 yheI
GCF_000006645_01057 mdlB
GCF_000006645_01058 glnK
GCF_000006645_01059 amtB
GCF_000006645_01060 tesB
GCF_000006645_01061 ybaY
GCF_000006645_01062 ogt_1
GCF_000006645_01063 ymoA
GCF_000006645_01064 tomB
GCF_000006645_01065 group_3261
GCF_000006645_01066 ykgO
GCF_000006645_01067 rpmE2
GCF_000006645_01068 acrB_2
GCF_000006645_01069 acrA
GCF_000006645_01070 acrR
GCF_000006645_01071 ychN
GCF_000006645_01072 mscK
GCF_000006645_01073 priC
GCF_000006645_01074 ybaN
GCF_000006645_01075 apt
GCF_000006645_01076 dnaX
GCF_000006645_01077 ybaB
GCF_000006645_01078 recR
GCF_000006645_01079 htpG
GCF_000006645_01080 adk
GCF_000006645_01081 hemH
GCF_000006645_01082 ascD
GCF_000006645_01083 rfbF
GCF_000006645_01084 rfbG
GCF_000006645_01085 spnQ
GCF_000006645_01086 rfbJ
GCF_000006645_01087 group_4271
GCF_000006645_01088 group_618
GCF_000006645_01089 group_704
GCF_000006645_01090 group_707
GCF_000006645_01091 group_889
GCF_000006645_01092 group_619
GCF_000006645_01093 group_624
GCF_000006645_01094 glgM
GCF_000006645_01095 gmd_2
GCF_000006645_01096 gmd_1
GCF_000006645_01097 fcl
GCF_000006645_01098 manC1
GCF_000006645_01099 group_4273
GCF_000006645_01100 algC_1
GCF_000006645_01101 fepE
GCF_000006645_01102 gsk
GCF_000006645_01103 ybaL
GCF_000006645_01104 fsr
GCF_000006645_01105 group_625
GCF_000006645_01106 ushA_2
GCF_000006645_01107 ushA_1
GCF_000006645_01108 group_8272
GCF_000006645_01109 group_8082
GCF_000006645_01110 ybaK
GCF_000006645_01111 group_2205
GCF_000006645_01112 copA
GCF_000006645_01113 cueR
GCF_000006645_01114 ybbJ
GCF_000006645_01115 qmcA
GCF_000006645_01116 cnoX
GCF_000006645_01117 sadH
GCF_000006645_01118 tesA
GCF_000006645_01119 lolD_1
GCF_000006645_01120 group_2208
GCF_000006645_01121 purK
GCF_000006645_01122 purE
GCF_000006645_01123 lpxH
GCF_000006645_01124 ppiB
GCF_000006645_01125 cysS
GCF_000006645_01126 nupG
GCF_000006645_01128 ybcJ
GCF_000006645_01129 folD
GCF_000006645_01131 group_1611
GCF_000006645_01132 group_1613
GCF_000006645_01133 group_8243
GCF_000006645_01134 group_4274
GCF_000006645_01135 group_9904
GCF_000006645_01136 ynbA
GCF_000006645_01137 group_8923
GCF_000006645_01138 group_8459
GCF_000006645_01139 ynbC
GCF_000006645_01140 ynbD
GCF_000006645_01141 group_3269
GCF_000006645_01142 group_8481
GCF_000006645_01143 group_8663
GCF_000006645_01144 group_8588
GCF_000006645_01145 pgrR
GCF_000006645_01146 iolS
GCF_000006645_01147 yvgN
GCF_000006645_01148 group_1228
GCF_000006645_01149 bglB
GCF_000006645_01150 group_3272
GCF_000006645_01151 group_2210
GCF_000006645_01153 roxA_2
GCF_000006645_01154 group_1232
GCF_000006645_01155 group_4275
GCF_000006645_01156 group_4276
GCF_000006645_01157 group_2213
GCF_000006645_01158 group_3274
GCF_000006645_01159 group_1615
GCF_000006645_01160 group_4277
GCF_000006645_01161 group_530
GCF_000006645_01162 group_3275
GCF_000006645_01163 pbpC
GCF_000006645_01164 group_264
GCF_000006645_01166 group_5104
GCF_000006645_01167 group_4278
GCF_000006645_01168 yagU
GCF_000006645_01169 hexR_1
GCF_000006645_01170 group_4280
GCF_000006645_01171 bauC
GCF_000006645_01172 iolD
GCF_000006645_01173 idhA
GCF_000006645_01174 group_1236
GCF_000006645_01175 purR_1
GCF_000006645_01176 rbsA_2
GCF_000006645_01177 group_2218
GCF_000006645_01178 iolG_2
GCF_000006645_01179 iolC
GCF_000006645_01180 iolE
GCF_000006645_01181 iolB
GCF_000006645_01182 group_4282
GCF_000006645_01183 atm1
GCF_000006645_01184 group_4284
GCF_000006645_01185 glgS
GCF_000006645_01186 group_4286
GCF_000006645_01187 group_3278
GCF_000006645_01188 rcsB_1
GCF_000006645_01189 group_3280
GCF_000006645_01190 cspE_1
GCF_000006645_01191 crcB_1
GCF_000006645_01192 tatA_1
GCF_000006645_01193 lipA
GCF_000006645_01194 lipB
GCF_000006645_01195 group_9768
GCF_000006645_01196 dacA
GCF_000006645_01197 rlpA
GCF_000006645_01198 mrdB
GCF_000006645_01199 mrdA
GCF_000006645_01200 rlmH
GCF_000006645_01201 rsfS
GCF_000006645_01202 nadD
GCF_000006645_01203 holA
GCF_000006645_01204 lptE
GCF_000006645_01205 leuS
GCF_000006645_01206 group_8369
GCF_000006645_01207 glnQ_2
GCF_000006645_01208 gltK
GCF_000006645_01209 gltJ_1
GCF_000006645_01210 gltI
GCF_000006645_01211 lnt
GCF_000006645_01212 corC
GCF_000006645_01213 ybeY
GCF_000006645_01214 ybeZ
GCF_000006645_01215 miaB
GCF_000006645_01216 ubiF
GCF_000006645_01223 asnB
GCF_000006645_01224 nagD
GCF_000006645_01225 nagC
GCF_000006645_01226 nagA
GCF_000006645_01227 nagB
GCF_000006645_01228 nagE
GCF_000006645_01229 group_9008
GCF_000006645_01230 glnS
GCF_000006645_01231 chiP
GCF_000006645_01232 chb_2
GCF_000006645_01233 group_1629
GCF_000006645_01234 fur
GCF_000006645_01235 fldA
GCF_000006645_01236 ybfE
GCF_000006645_01237 group_4288
GCF_000006645_01238 ybfF
GCF_000006645_01239 group_8113
GCF_000006645_01240 group_4289
GCF_000006645_01241 intA_2
GCF_000006645_01242 group_8676
GCF_000006645_01243 group_8597
GCF_000006645_01244 group_2228
GCF_000006645_01245 ousX
GCF_000006645_01246 ousW
GCF_000006645_01247 ousV
GCF_000006645_01248 nrdF
GCF_000006645_01249 nrdE
GCF_000006645_01250 nrdI
GCF_000006645_01251 nrdH
GCF_000006645_01252 asr_2
GCF_000006645_01253 group_1630
GCF_000006645_01254 group_2233
GCF_000006645_01255 group_2234
GCF_000006645_01256 cspG_1
GCF_000006645_01257 appA_3
GCF_000006645_01258 gsiC
GCF_000006645_01259 dppC_2
GCF_000006645_01260 oppD_2
GCF_000006645_01261 gsiA_1
GCF_000006645_01262 group_3287
GCF_000006645_01263 ureA2
GCF_000006645_01264 ureB
GCF_000006645_01265 ureC
GCF_000006645_01266 ureE
GCF_000006645_01267 ureF
GCF_000006645_01268 ureG
GCF_000006645_01269 ureD
GCF_000006645_01270 group_9690
GCF_000006645_01271 hoxN
GCF_000006645_01272 hdeB
GCF_000006645_01273 kch
GCF_000006645_01274 crcB_2
GCF_000006645_01275 crcB_3
GCF_000006645_01276 chbB
GCF_000006645_01277 chbC
GCF_000006645_01278 chbA
GCF_000006645_01279 chbR
GCF_000006645_01280 chbG
GCF_000006645_01281 group_9946
GCF_000006645_01282 group_1632
GCF_000006645_01283 seqA
GCF_000006645_01284 pgm
GCF_000006645_01285 group_3291
GCF_000006645_01286 group_4291
GCF_000006645_01287 group_3292
GCF_000006645_01288 kdpE
GCF_000006645_01289 kdpD
GCF_000006645_01290 kdpC
GCF_000006645_01291 kdpB
GCF_000006645_01292 kdpA
GCF_000006645_01293 group_9820
GCF_000006645_01294 group_2239
GCF_000006645_01295 phrB
GCF_000006645_01296 group_9043
GCF_000006645_01297 ybgI
GCF_000006645_01298 group_4292
GCF_000006645_01299 pxpB
GCF_000006645_01300 pxpC
GCF_000006645_01301 pxpA
GCF_000006645_01302 group_2242
GCF_000006645_01303 group_1249
GCF_000006645_01304 group_1250
GCF_000006645_01305 pcp
GCF_000006645_01306 group_1252
GCF_000006645_01307 grcA
GCF_000006645_01308 phlA
GCF_000006645_01309 group_3293
GCF_000006645_01310 group_9960
GCF_000006645_01311 group_4293
GCF_000006645_01312 srmB
GCF_000006645_01313 yfiC
GCF_000006645_01314 nadB
GCF_000006645_01315 rpoE
GCF_000006645_01316 rseA
GCF_000006645_01317 rseB
GCF_000006645_01318 rseC
GCF_000006645_01319 group_4294
GCF_000006645_01320 lepA
GCF_000006645_01321 lepB
GCF_000006645_01322 rnc
GCF_000006645_01323 era
GCF_000006645_01324 recO
GCF_000006645_01325 pdxJ
GCF_000006645_01326 acpS
GCF_000006645_01328 yfhL
GCF_000006645_01329 murR
GCF_000006645_01330 murQ
GCF_000006645_01331 pgpC
GCF_000006645_01332 tadA
GCF_000006645_01333 mltF
GCF_000006645_01334 purL
GCF_000006645_01335 group_2253
GCF_000006645_01336 group_9958
GCF_000006645_01337 group_259
GCF_000006645_01339 qseE
GCF_000006645_01340 group_2947
GCF_000006645_01341 qseF
GCF_000006645_01342 nadE
GCF_000006645_01343 glnB
GCF_000006645_01344 group_140
GCF_000006645_01345 group_137
GCF_000006645_01348 hmp
GCF_000006645_01349 glyA
GCF_000006645_01350 ail_1
GCF_000006645_01351 hcaT
GCF_000006645_01352 group_2254
GCF_000006645_01353 group_3298
GCF_000006645_01354 group_9100
GCF_000006645_01355 suhB
GCF_000006645_01356 trmJ
GCF_000006645_01357 iscR
GCF_000006645_01358 iscS_1
GCF_000006645_01359 iscU
GCF_000006645_01360 iscA
GCF_000006645_01361 hscB
GCF_000006645_01362 hscA
GCF_000006645_01363 fdx
GCF_000006645_01364 iscX
GCF_000006645_01365 pepB
GCF_000006645_01366 group_3300
GCF_000006645_01367 tibA
GCF_000006645_01368 group_423
GCF_000006645_01369 group_473
GCF_000006645_01370 group_573
GCF_000006645_01371 ndk
GCF_000006645_01372 rlmN
GCF_000006645_01373 group_2255
GCF_000006645_01374 rodZ
GCF_000006645_01375 ispG
GCF_000006645_01376 hisS
GCF_000006645_01377 group_9229
GCF_000006645_01378 bamB
GCF_000006645_01379 der
GCF_000006645_01380 group_2257
GCF_000006645_01381 yfgJ
GCF_000006645_01382 xseA
GCF_000006645_01383 guaB
GCF_000006645_01384 guaA
GCF_000006645_01386 hcpA_3
GCF_000006645_01387 group_2259
GCF_000006645_01388 group_4295
GCF_000006645_01389 group_1643
GCF_000006645_01390 group_2260
GCF_000006645_01391 group_891
GCF_000006645_01393 group_894
GCF_000006645_01394 group_3303
GCF_000006645_01395 thiD
GCF_000006645_01396 group_1014
GCF_000006645_01397 group_1016
GCF_000006645_01398 ivy
GCF_000006645_01399 yegS
GCF_000006645_01400 rlhA
GCF_000006645_01401 group_8122
GCF_000006645_01402 baeR
GCF_000006645_01403 baeS
GCF_000006645_01404 mdtD
GCF_000006645_01405 mdtC
GCF_000006645_01406 mdtB
GCF_000006645_01407 mdtA
GCF_000006645_01408 ugpC_2
GCF_000006645_01409 gabR
GCF_000006645_01410 puuE
GCF_000006645_01411 group_3307
GCF_000006645_01412 group_8856
GCF_000006645_01413 ydcV_1
GCF_000006645_01414 dnaK_1
GCF_000006645_01415 group_2267
GCF_000006645_01416 ppx
GCF_000006645_01417 ppk
GCF_000006645_01418 group_1254
GCF_000006645_01419 group_2270
GCF_000006645_01420 pstB3
GCF_000006645_01421 fliU
GCF_000006645_01422 fliV
GCF_000006645_01423 speG
GCF_000006645_01424 purN
GCF_000006645_01425 purM
GCF_000006645_01426 upp
GCF_000006645_01427 group_9005
GCF_000006645_01428 hda
GCF_000006645_01429 yfgD
GCF_000006645_01430 bepA_1
GCF_000006645_01431 group_2271
GCF_000006645_01432 group_2966
GCF_000006645_01433 group_4296
GCF_000006645_01434 bcp
GCF_000006645_01435 gcvR
GCF_000006645_01436 dapA
GCF_000006645_01437 bamC
GCF_000006645_01439 purC
GCF_000006645_01440 group_1943
GCF_000006645_01441 group_8569
GCF_000006645_01442 tmcA
GCF_000006645_01443 group_8087
GCF_000006645_01444 group_8083
GCF_000006645_01445 dapE
GCF_000006645_01446 yffB
GCF_000006645_01447 group_8047
GCF_000006645_01448 group_2275
GCF_000006645_01449 group_2276
GCF_000006645_01450 group_1017
GCF_000006645_01451 group_2278
GCF_000006645_01452 chuR_2
GCF_000006645_01453 ybcI
GCF_000006645_01454 group_3313
GCF_000006645_01455 acrB_3
GCF_000006645_01456 group_8092
GCF_000006645_01457 narL
GCF_000006645_01458 napF_1
GCF_000006645_01459 napD
GCF_000006645_01460 napA
GCF_000006645_01461 napA_2
GCF_000006645_01462 napB
GCF_000006645_01463 napC
GCF_000006645_01464 nudK
GCF_000006645_01465 group_2934
GCF_000006645_01466 group_9501
GCF_000006645_01467 hemF
GCF_000006645_01468 ypeA
GCF_000006645_01469 group_4298
GCF_000006645_01470 group_9298
GCF_000006645_01471 group_9863
GCF_000006645_01472 ygiW
GCF_000006645_01473 yfeY
GCF_000006645_01474 yfeX
GCF_000006645_01475 nanA
GCF_000006645_01476 nanE
GCF_000006645_01477 yopM_1
GCF_000006645_01478 nanK
GCF_000006645_01479 group_9810
GCF_000006645_01480 ybbH
GCF_000006645_01481 nanT
GCF_000006645_01482 cysP
GCF_000006645_01483 cysT
GCF_000006645_01484 cysW
GCF_000006645_01485 group_2296
GCF_000006645_01486 cysM
GCF_000006645_01487 group_2298
GCF_000006645_01488 phoP_1
GCF_000006645_01489 group_2300
GCF_000006645_01490 group_8760
GCF_000006645_01491 patB
GCF_000006645_01492 group_1655
GCF_000006645_01493 group_1656
GCF_000006645_01494 group_7961
GCF_000006645_01495 yodF
GCF_000006645_01496 cdr
GCF_000006645_01497 group_3316
GCF_000006645_01498 macA_2
GCF_000006645_01499 ompR_3
GCF_000006645_01500 sasA_1
GCF_000006645_01501 group_260
GCF_000006645_01503 crr
GCF_000006645_01504 ptsI
GCF_000006645_01505 ptsH
GCF_000006645_01506 cysK_2
GCF_000006645_01507 cysZ
GCF_000006645_01508 zipA
GCF_000006645_01509 ligA
GCF_000006645_01510 group_8112
GCF_000006645_01511 group_9924
GCF_000006645_01512 group_3318
GCF_000006645_01516 gltX
GCF_000006645_01521 nupC
GCF_000006645_01522 mntH
GCF_000006645_01523 group_8011
GCF_000006645_01524 gpr
GCF_000006645_01525 group_9094
GCF_000006645_01526 group_9905
GCF_000006645_01527 glk
GCF_000006645_01528 ybiU
GCF_000006645_01529 alaC
GCF_000006645_01530 yodB
GCF_000006645_01531 hicB
GCF_000006645_01532 group_3320
GCF_000006645_01533 group_3321
GCF_000006645_01534 group_3322
GCF_000006645_01535 napF_2
GCF_000006645_01536 dmsD_2
GCF_000006645_01537 dmsC_2
GCF_000006645_01538 dmsB_2
GCF_000006645_01539 ynfE
GCF_000006645_01540 group_7560
GCF_000006645_01541 hcpA_4
GCF_000006645_01542 group_9725
GCF_000006645_01543 fbpC
GCF_000006645_01544 group_2315
GCF_000006645_01545 fbpA
GCF_000006645_01546 mltB
GCF_000006645_01547 group_9935
GCF_000006645_01548 group_9521
GCF_000006645_01549 pal_1
GCF_000006645_01550 group_1259
GCF_000006645_01551 group_2318
GCF_000006645_01552 group_3324
GCF_000006645_01553 group_2967
GCF_000006645_01554 group_2320
GCF_000006645_01555 group_2321
GCF_000006645_01556 clpV1_2
GCF_000006645_01557 elfA
GCF_000006645_01558 yadV_2
GCF_000006645_01559 htrE_3
GCF_000006645_01560 group_117
GCF_000006645_01561 htrE_4
GCF_000006645_01562 group_3325
GCF_000006645_01563 group_3326
GCF_000006645_01564 group_4302
GCF_000006645_01565 hcp1_1
GCF_000006645_01566 group_2323
GCF_000006645_01567 group_4304
GCF_000006645_01568 group_59
GCF_000006645_01569 group_8605
GCF_000006645_01570 group_8671
GCF_000006645_01571 ompA_1
GCF_000006645_01572 group_1021
GCF_000006645_01573 group_445
GCF_000006645_01574 group_4305
GCF_000006645_01575 group_3327
GCF_000006645_01576 group_4306
GCF_000006645_01577 group_444
GCF_000006645_01578 group_3328
GCF_000006645_01579 group_8005
GCF_000006645_01580 group_955
GCF_000006645_01581 lemA
GCF_000006645_01583 group_9675
GCF_000006645_01584 ccmA
GCF_000006645_01585 ccmB
GCF_000006645_01586 ccmC
GCF_000006645_01587 group_3331
GCF_000006645_01588 ccmE
GCF_000006645_01589 ccmF
GCF_000006645_01590 dsbE
GCF_000006645_01591 ccmH
GCF_000006645_01592 group_9178
GCF_000006645_01593 mlaA
GCF_000006645_01594 fadL
GCF_000006645_01595 group_8299
GCF_000006645_01596 fadI
GCF_000006645_01597 fadJ
GCF_000006645_01598 sixA
GCF_000006645_01599 mutS2
GCF_000006645_01600 prmB
GCF_000006645_01601 aroC
GCF_000006645_01602 mepA
GCF_000006645_01603 yfcA
GCF_000006645_01604 epmC
GCF_000006645_01605 group_9698
GCF_000006645_01606 mnmC
GCF_000006645_01607 fabB
GCF_000006645_01608 ygeA
GCF_000006645_01609 smfA
GCF_000006645_01610 flk
GCF_000006645_01611 group_3335
GCF_000006645_01612 nimR
GCF_000006645_01613 pdxB
GCF_000006645_01614 usg
GCF_000006645_01615 truA
GCF_000006645_01616 dedA
GCF_000006645_01617 accD
GCF_000006645_01618 folC
GCF_000006645_01619 dedD
GCF_000006645_01620 cvpA
GCF_000006645_01621 purF
GCF_000006645_01622 ubiX
GCF_000006645_01623 hisJ
GCF_000006645_01624 hisQ
GCF_000006645_01625 hisM
GCF_000006645_01626 hisP
GCF_000006645_01627 group_8137
GCF_000006645_01628 pdeH_2
GCF_000006645_01629 yfcE
GCF_000006645_01630 yfcD
GCF_000006645_01631 ulaA
GCF_000006645_01633 ulaB
GCF_000006645_01634 ulaC
GCF_000006645_01635 gntR_2
GCF_000006645_01636 pta
GCF_000006645_01637 ackA
GCF_000006645_01638 group_9483
GCF_000006645_01639 group_7970
GCF_000006645_01640 hxpA
GCF_000006645_01641 group_8578
GCF_000006645_01642 yfbR
GCF_000006645_01643 alaA
GCF_000006645_01644 hdfR_1
GCF_000006645_01645 ndhC
GCF_000006645_01646 nuoB
GCF_000006645_01647 nuoC
GCF_000006645_01648 nuoE
GCF_000006645_01649 nuoF
GCF_000006645_01650 nuoG
GCF_000006645_01651 nuoH
GCF_000006645_01652 nuoI
GCF_000006645_01653 nuoJ
GCF_000006645_01654 nuoK
GCF_000006645_01655 nuoL
GCF_000006645_01656 nuoM
GCF_000006645_01657 nuoN
GCF_000006645_01658 group_1264
GCF_000006645_01659 tabA_1
GCF_000006645_01660 idnO
GCF_000006645_01661 gntK_2
GCF_000006645_01662 group_2334
GCF_000006645_01663 group_9888
GCF_000006645_01664 group_8740
GCF_000006645_01665 group_9932
GCF_000006645_01666 ttuB_1
GCF_000006645_01667 group_2338
GCF_000006645_01668 edd
GCF_000006645_01669 group_2339
GCF_000006645_01670 yqjD_1
GCF_000006645_01671 rhiA
GCF_000006645_01672 menF_1
GCF_000006645_01673 menD
GCF_000006645_01674 menH_2
GCF_000006645_01675 menB
GCF_000006645_01676 menC
GCF_000006645_01677 menE
GCF_000006645_01678 ybiB
GCF_000006645_01679 bhsA_2
GCF_000006645_01680 rlmF
GCF_000006645_01683 bdlA
GCF_000006645_01684 glnQ_3
GCF_000006645_01685 glnP
GCF_000006645_01686 glnH_1
GCF_000006645_01687 group_4311
GCF_000006645_01688 dps
GCF_000006645_01689 tam
GCF_000006645_01690 group_4313
GCF_000006645_01691 rhtA
GCF_000006645_01692 ompX
GCF_000006645_01693 group_4316
GCF_000006645_01694 group_3342
GCF_000006645_01695 group_4317
GCF_000006645_01696 group_1669
GCF_000006645_01697 rbsB_3
GCF_000006645_01698 rbsA_4
GCF_000006645_01699 group_2349
GCF_000006645_01700 rbsR
GCF_000006645_01701 dmlR_4
GCF_000006645_01702 dmlA
GCF_000006645_01703 caiT
GCF_000006645_01704 yeaW
GCF_000006645_01705 group_720
GCF_000006645_01706 yeaX
GCF_000006645_01707 group_3344
GCF_000006645_01708 group_278
GCF_000006645_01709 group_4322
GCF_000006645_01710 group_3345
GCF_000006645_01711 cdiA
GCF_000006645_01712 group_4323
GCF_000006645_01713 group_4324
GCF_000006645_01714 cdiA_2
GCF_000006645_01715 group_1671
GCF_000006645_01716 group_4325
GCF_000006645_01717 algC_2
GCF_000006645_01718 ipsA
GCF_000006645_01719 group_2352
GCF_000006645_01720 lacF_1
GCF_000006645_01721 araQ_2
GCF_000006645_01722 group_4329
GCF_000006645_01723 group_3752
GCF_000006645_01724 group_4330
GCF_000006645_01725 group_4331
GCF_000006645_01726 ybdG
GCF_000006645_01727 cas1
GCF_000006645_01728 cas3
GCF_000006645_01729 csy1
GCF_000006645_01730 csy2
GCF_000006645_01731 csy3
GCF_000006645_01732 cas6f
GCF_000006645_01733 yajO
GCF_000006645_01734 fae
GCF_000006645_01735 ygcS
GCF_000006645_01736 group_3347
GCF_000006645_01737 perR
GCF_000006645_01738 esaR_1
GCF_000006645_01739 esaI_2
GCF_000006645_01740 group_2359
GCF_000006645_01741 group_4339
GCF_000006645_01742 group_1268
GCF_000006645_01743 tqsA
GCF_000006645_01744 rcsA
GCF_000006645_01745 solA
GCF_000006645_01746 group_106
GCF_000006645_01747 group_7995
GCF_000006645_01748 pyrC
GCF_000006645_01749 dinI
GCF_000006645_01750 bssS
GCF_000006645_01752 rne
GCF_000006645_01753 rluC
GCF_000006645_01754 yceF
GCF_000006645_01755 yceD_1
GCF_000006645_01756 rpmF
GCF_000006645_01757 plsX
GCF_000006645_01758 fabH_1
GCF_000006645_01759 fabD
GCF_000006645_01760 fabG_1
GCF_000006645_01761 acpP
GCF_000006645_01762 fabF_1
GCF_000006645_01764 pabC
GCF_000006645_01765 mltG
GCF_000006645_01766 tmk
GCF_000006645_01767 holB
